seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid
chr1	9651731	9729114	77384	+	HAVANA	gene	NA	NA	ENSG00000171608.16	protein_coding	PIK3CD	2	HGNC:8977	OTTHUMG00000001450.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	9728926	9823984	95059	-	HAVANA	gene	NA	NA	ENSG00000171603.18	protein_coding	CLSTN1	2	HGNC:17447	OTTHUMG00000001451.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	9848276	9910336	62061	-	HAVANA	gene	NA	NA	ENSG00000178585.15	protein_coding	CTNNBIP1	2	HGNC:16913	OTTHUMG00000001796.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	9922113	9943407	21295	-	HAVANA	gene	NA	NA	ENSG00000162441.12	protein_coding	LZIC	1	HGNC:17497	OTTHUMG00000001804.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	9943428	9985501	42074	+	HAVANA	gene	NA	NA	ENSG00000173614.14	protein_coding	NMNAT1	1	HGNC:17877	OTTHUMG00000001799.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	9997206	10016021	18816	+	HAVANA	gene	NA	NA	ENSG00000162444.12	protein_coding	RBP7	2	HGNC:30316	OTTHUMG00000001798.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	10032832	10181239	148408	+	HAVANA	gene	NA	NA	ENSG00000130939.20	protein_coding	UBE4B	2	HGNC:12500	OTTHUMG00000001797.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	10210570	10381603	171034	+	HAVANA	gene	NA	NA	ENSG00000054523.19	protein_coding	KIF1B	1	HGNC:16636	OTTHUMG00000001817.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	10381906	10387150	5245	-	HAVANA	gene	NA	NA	ENSG00000284735.1	lncRNA	RP4-736L20.4	2	NA	OTTHUMG00000192294.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	10395416	10397432	2017	+	HAVANA	gene	NA	NA	ENSG00000284642.1	lncRNA	RP4-736L20.5	2	NA	OTTHUMG00000192295.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	10398592	10420511	21920	+	HAVANA	gene	NA	NA	ENSG00000142657.21	protein_coding	PGD	2	HGNC:8891	OTTHUMG00000001905.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	10450031	10451998	1968	+	HAVANA	gene	NA	NA	ENSG00000241563.4	protein_coding	CORT	2	HGNC:2257	OTTHUMG00000001906.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	10456522	10472529	16008	-	HAVANA	gene	NA	NA	ENSG00000160049.12	protein_coding	DFFA	2	HGNC:2772	OTTHUMG00000001909.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	10472288	10630758	158471	+	HAVANA	gene	NA	NA	ENSG00000142655.13	protein_coding	PEX14	2	HGNC:8856	OTTHUMG00000001908.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	11012344	11030528	18185	+	HAVANA	gene	NA	NA	ENSG00000120948.19	protein_coding	TARDBP	2	HGNC:11571	OTTHUMG00000185649.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11026523	11047239	20717	-	HAVANA	gene	NA	NA	ENSG00000009724.17	protein_coding	MASP2	2	HGNC:6902	OTTHUMG00000002121.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11054584	11060020	5437	-	HAVANA	gene	NA	NA	ENSG00000116649.10	protein_coding	SRM	1	HGNC:11296	OTTHUMG00000002119.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11066618	11099869	33252	-	HAVANA	gene	NA	NA	ENSG00000171824.14	protein_coding	EXOSC10	2	HGNC:9138	OTTHUMG00000002123.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11106535	11262551	156017	-	HAVANA	gene	NA	NA	ENSG00000198793.13	protein_coding	MTOR	2	HGNC:3942	OTTHUMG00000002001.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11273198	11296049	22852	+	HAVANA	gene	NA	NA	ENSG00000120942.14	protein_coding	UBIAD1	2	HGNC:30791	OTTHUMG00000002075.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11479155	11537551	58397	+	HAVANA	gene	NA	NA	ENSG00000204624.8	protein_coding	DISP3	2	HGNC:29251	OTTHUMG00000002074.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11623558	11643416	19859	+	HAVANA	gene	NA	NA	ENSG00000284708.1	lncRNA	RP3-330O12.5	2	NA	OTTHUMG00000192297.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11637018	11655785	18768	-	HAVANA	gene	NA	NA	ENSG00000116661.11	protein_coding	FBXO2	2	HGNC:13581	OTTHUMG00000002072.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11654375	11663327	8953	+	HAVANA	gene	NA	NA	ENSG00000132879.14	protein_coding	FBXO44	2	HGNC:24847	OTTHUMG00000002071.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11664200	11674354	10155	+	HAVANA	gene	NA	NA	ENSG00000116663.11	protein_coding	FBXO6	2	HGNC:13585	OTTHUMG00000002229.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11674480	11691650	17171	-	HAVANA	gene	NA	NA	ENSG00000116670.15	protein_coding	MAD2L2	2	HGNC:6764	OTTHUMG00000002231.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11691710	11725857	34148	+	HAVANA	gene	NA	NA	ENSG00000162490.7	protein_coding	DRAXIN	2	HGNC:25054	OTTHUMG00000002227.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11736084	11754802	18719	+	HAVANA	gene	NA	NA	ENSG00000177674.16	protein_coding	AGTRAP	2	HGNC:13539	OTTHUMG00000002230.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11785723	11806455	20733	-	HAVANA	gene	NA	NA	ENSG00000177000.13	protein_coding	MTHFR	2	HGNC:7436	OTTHUMG00000002277.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11806096	11848079	41984	+	HAVANA	gene	NA	NA	ENSG00000011021.23	protein_coding	CLCN6	2	HGNC:2024	OTTHUMG00000002299.8	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	11919591	11926428	6838	-	HAVANA	gene	NA	NA	ENSG00000116685.16	protein_coding	KIAA2013	2	HGNC:28513	OTTHUMG00000002391.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11934205	11975538	41334	+	HAVANA	gene	NA	NA	ENSG00000083444.17	protein_coding	PLOD1	2	HGNC:9081	OTTHUMG00000002393.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	11980181	12015211	35031	+	HAVANA	gene	NA	NA	ENSG00000116688.18	protein_coding	MFN2	2	HGNC:16877	OTTHUMG00000002392.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	12019466	12032045	12580	+	HAVANA	gene	NA	NA	ENSG00000116691.11	protein_coding	MIIP	2	HGNC:25715	OTTHUMG00000002439.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	12166991	12209228	42238	+	HAVANA	gene	NA	NA	ENSG00000028137.19	protein_coding	TNFRSF1B	2	HGNC:11917	OTTHUMG00000001829.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	12230030	12512047	282018	+	HAVANA	gene	NA	NA	ENSG00000048707.15	protein_coding	VPS13D	2	HGNC:23595	OTTHUMG00000013155.8	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	12567910	12618210	50301	-	HAVANA	gene	NA	NA	ENSG00000162496.9	protein_coding	DHRS3	2	HGNC:17693	OTTHUMG00000001885.6	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	13474973	13514003	39031	-	HAVANA	gene	NA	NA	ENSG00000162494.6	protein_coding	LRRC38	2	HGNC:27005	OTTHUMG00000007918.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	13583465	13617957	34493	+	HAVANA	gene	NA	NA	ENSG00000162493.17	protein_coding	PDPN	1	HGNC:29602	OTTHUMG00000007912.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	13700198	13825079	124882	+	HAVANA	gene	NA	NA	ENSG00000116731.22	protein_coding	PRDM2	2	HGNC:9347	OTTHUMG00000007917.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	13892792	15118043	1225252	+	HAVANA	gene	NA	NA	ENSG00000189337.17	protein_coding	KAZN	2	HGNC:29173	OTTHUMG00000002042.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15111815	15153618	41804	-	HAVANA	gene	NA	NA	ENSG00000175147.13	lncRNA	TMEM51-AS1	2	HGNC:26301	OTTHUMG00000002043.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15152532	15220478	67947	+	HAVANA	gene	NA	NA	ENSG00000171729.14	protein_coding	TMEM51	1	HGNC:25488	OTTHUMG00000002046.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15236521	15400283	163763	+	HAVANA	gene	NA	NA	ENSG00000142621.20	protein_coding	FHAD1	1	HGNC:29408	OTTHUMG00000002088.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15409888	15430339	20452	+	HAVANA	gene	NA	NA	ENSG00000142634.13	protein_coding	EFHD2	2	HGNC:28670	OTTHUMG00000002254.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15490832	15526534	35703	-	HAVANA	gene	NA	NA	ENSG00000132906.18	protein_coding	CASP9	1	HGNC:1511	OTTHUMG00000002256.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15526813	15592379	65567	+	HAVANA	gene	NA	NA	ENSG00000116138.13	protein_coding	DNAJC16	2	HGNC:29157	OTTHUMG00000002358.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	15571699	15585051	13353	-	HAVANA	gene	NA	NA	ENSG00000116771.6	protein_coding	AGMAT	2	HGNC:18407	OTTHUMG00000002357.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15617458	15669044	51587	+	HAVANA	gene	NA	NA	ENSG00000197312.12	protein_coding	DDI2	2	HGNC:24578	OTTHUMG00000002381.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	15684320	15734769	50450	+	HAVANA	gene	NA	NA	ENSG00000116786.13	protein_coding	PLEKHM2	2	HGNC:29131	OTTHUMG00000003062.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15736258	15741392	5135	+	HAVANA	gene	NA	NA	ENSG00000162461.8	protein_coding	SLC25A34	2	HGNC:27653	OTTHUMG00000003063.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15756607	15786594	29988	+	HAVANA	gene	NA	NA	ENSG00000162458.13	protein_coding	FBLIM1	2	HGNC:24686	OTTHUMG00000003079.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15807169	15809348	2180	-	HAVANA	gene	NA	NA	ENSG00000233954.6	protein_coding	UQCRHL	2	HGNC:51714	OTTHUMG00000003109.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15834474	15848147	13674	-	HAVANA	gene	NA	NA	ENSG00000179743.4	lncRNA	FLJ37453	2	NA	OTTHUMG00000009375.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15836095	15940456	104362	+	HAVANA	gene	NA	NA	ENSG00000065526.12	protein_coding	SPEN	2	HGNC:17575	OTTHUMG00000009376.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	15941869	15976132	34264	-	HAVANA	gene	NA	NA	ENSG00000116809.12	protein_coding	ZBTB17	2	HGNC:12936	OTTHUMG00000009377.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16004236	16008807	4572	+	HAVANA	gene	NA	NA	ENSG00000183888.4	protein_coding	SRARP	2	HGNC:28339	OTTHUMG00000009523.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16014028	16019594	5567	-	HAVANA	gene	NA	NA	ENSG00000173641.18	protein_coding	HSPB7	1	HGNC:5249	OTTHUMG00000009531.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16057769	16073651	15883	-	HAVANA	gene	NA	NA	ENSG00000185519.9	protein_coding	FAM131C	2	HGNC:26717	OTTHUMG00000009525.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16124337	16156069	31733	-	HAVANA	gene	NA	NA	ENSG00000142627.13	protein_coding	EPHA2	2	HGNC:3386	OTTHUMG00000009527.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16197854	16212652	14799	-	HAVANA	gene	NA	NA	ENSG00000142632.17	protein_coding	ARHGEF19	2	HGNC:26604	OTTHUMG00000002219.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16228674	16231335	2662	-	HAVANA	gene	NA	NA	ENSG00000288398.1	lncRNA	RP4-733M16.8	2	NA	OTTHUMG00000195922.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16231692	16237183	5492	-	HAVANA	gene	NA	NA	ENSG00000132881.12	protein_coding	CPLANE2	2	HGNC:28127	OTTHUMG00000002214.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16246840	16352480	105641	-	HAVANA	gene	NA	NA	ENSG00000037637.11	protein_coding	FBXO42	2	HGNC:29249	OTTHUMG00000002218.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16352575	16398145	45571	+	HAVANA	gene	NA	NA	ENSG00000055070.17	protein_coding	SZRD1	2	HGNC:30232	OTTHUMG00000002217.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16440721	16460078	19358	+	HAVANA	gene	NA	NA	ENSG00000157191.20	protein_coding	NECAP2	1	HGNC:25528	OTTHUMG00000002313.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16460948	16468481	7534	+	HAVANA	gene	NA	NA	ENSG00000226029.1	lncRNA	LINC01772	2	HGNC:52562	OTTHUMG00000002314.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16467436	16499257	31822	-	HAVANA	gene	NA	NA	ENSG00000080947.15	transcribed_unprocessed_pseudogene	CROCCP3	2	HGNC:29405	OTTHUMG00000037885.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16562319	16613562	51244	-	HAVANA	gene	NA	NA	ENSG00000219481.10	protein_coding	NBPF1	2	HGNC:26088	OTTHUMG00000002487.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16618253	16657232	38980	-	HAVANA	gene	NA	NA	ENSG00000215908.10	transcribed_unprocessed_pseudogene	CROCCP2	2	HGNC:28170	OTTHUMG00000037884.9	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	16645622	16650289	4668	+	HAVANA	gene	NA	NA	ENSG00000186301.8	unprocessed_pseudogene	MST1P2	2	HGNC:7383	OTTHUMG00000057487.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16740273	16972964	232692	+	HAVANA	gene	NA	NA	ENSG00000058453.17	protein_coding	CROCC	2	HGNC:21299	OTTHUMG00000002200.10	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	16754910	16770237	15328	-	HAVANA	gene	NA	NA	ENSG00000186715.11	transcribed_unprocessed_pseudogene	MST1L	1	HGNC:7390	OTTHUMG00000002578.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16887577	16889706	2130	-	HAVANA	gene	NA	NA	ENSG00000238142.2	lncRNA	RP11-108M9.4	1	NA	OTTHUMG00000002204.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16985958	17011928	25971	-	HAVANA	gene	NA	NA	ENSG00000159363.19	protein_coding	ATP13A2	1	HGNC:30213	OTTHUMG00000002293.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	17018722	17054032	35311	-	HAVANA	gene	NA	NA	ENSG00000117118.10	protein_coding	SDHB	2	HGNC:10681	OTTHUMG00000002289.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	17066761	17119451	52691	-	HAVANA	gene	NA	NA	ENSG00000117115.13	protein_coding	PADI2	2	HGNC:18341	OTTHUMG00000002295.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	17406760	17439677	32918	-	HAVANA	gene	NA	NA	ENSG00000179051.14	protein_coding	RCC2	2	HGNC:30297	OTTHUMG00000002513.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	17539698	17697874	158177	+	HAVANA	gene	NA	NA	ENSG00000074964.17	protein_coding	ARHGEF10L	2	HGNC:25540	OTTHUMG00000002514.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	18107798	18378483	270686	+	HAVANA	gene	NA	NA	ENSG00000117154.12	protein_coding	IGSF21	2	HGNC:28246	OTTHUMG00000002432.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	18109389	18115861	6473	+	HAVANA	gene	NA	NA	ENSG00000280222.1	TEC	RP11-174G17.3	2	NA	OTTHUMG00000175756.1	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	18630846	18748866	118021	+	HAVANA	gene	NA	NA	ENSG00000009709.12	protein_coding	PAX7	2	HGNC:8621	OTTHUMG00000002433.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	18871430	18902724	31295	-	HAVANA	gene	NA	NA	ENSG00000159423.17	protein_coding	ALDH4A1	1	HGNC:406	OTTHUMG00000002443.7	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	18904280	18956676	52397	-	HAVANA	gene	NA	NA	ENSG00000169991.11	protein_coding	IFFO2	1	HGNC:27006	OTTHUMG00000002499.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19074510	19210266	135757	-	HAVANA	gene	NA	NA	ENSG00000127481.15	protein_coding	UBR4	2	HGNC:30313	OTTHUMG00000002498.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	19215660	19251527	35868	-	HAVANA	gene	NA	NA	ENSG00000127463.15	protein_coding	EMC1	1	HGNC:28957	OTTHUMG00000002497.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19251805	19260128	8324	+	HAVANA	gene	NA	NA	ENSG00000053372.5	protein_coding	MRTO4	2	HGNC:18477	OTTHUMG00000002496.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19265982	19274194	8213	-	HAVANA	gene	NA	NA	ENSG00000211454.15	polymorphic_pseudogene	AKR7L	2	HGNC:24056	OTTHUMG00000002520.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19282573	19288770	6198	-	HAVANA	gene	NA	NA	ENSG00000162482.5	protein_coding	AKR7A3	2	HGNC:390	OTTHUMG00000002523.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19297080	19297903	824	+	HAVANA	gene	NA	NA	ENSG00000270728.1	processed_pseudogene	RP4-657E11.10	1	NA	OTTHUMG00000184272.1	NA	NA	NA	NA	pseudo_consens	NA	NA	NA	NA	NA	NA
chr1	19303965	19312144	8180	-	HAVANA	gene	NA	NA	ENSG00000053371.13	protein_coding	AKR7A2	2	HGNC:389	OTTHUMG00000002522.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	19312326	19329300	16975	+	HAVANA	gene	NA	NA	ENSG00000040487.13	protein_coding	SLC66A1	1	HGNC:26001	OTTHUMG00000002521.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19338775	19485539	146765	-	HAVANA	gene	NA	NA	ENSG00000077549.19	protein_coding	CAPZB	2	HGNC:1491	OTTHUMG00000002556.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19484403	19629821	145419	+	HAVANA	gene	NA	NA	ENSG00000173436.15	protein_coding	MICOS10	2	HGNC:32068	OTTHUMG00000002712.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	19596979	19658456	61478	+	HAVANA	gene	NA	NA	ENSG00000158747.15	protein_coding	NBL1	1	HGNC:7650	OTTHUMG00000002700.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	19664875	19680966	16092	+	HAVANA	gene	NA	NA	ENSG00000158748.4	protein_coding	HTR6	2	HGNC:5301	OTTHUMG00000002713.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19682240	19799945	117706	-	HAVANA	gene	NA	NA	ENSG00000162542.14	protein_coding	TMCO4	2	HGNC:27393	OTTHUMG00000002697.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	19882395	19912945	30551	+	HAVANA	gene	NA	NA	ENSG00000169914.6	protein_coding	OTUD3	2	HGNC:29038	OTTHUMG00000002696.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20028179	20091911	63733	+	HAVANA	gene	NA	NA	ENSG00000127472.11	protein_coding	PLA2G5	2	HGNC:9038	OTTHUMG00000002698.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20161253	20186518	25266	-	HAVANA	gene	NA	NA	ENSG00000187980.7	protein_coding	PLA2G2C	1	HGNC:9032	OTTHUMG00000002705.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20186096	20196050	9955	+	HAVANA	gene	NA	NA	ENSG00000162543.6	protein_coding	UBXN10	2	HGNC:26354	OTTHUMG00000002708.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20360579	20431234	70656	-	HAVANA	gene	NA	NA	ENSG00000236963.7	lncRNA	LINC01141	2	HGNC:49455	OTTHUMG00000002842.10	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	20482391	20486210	3820	-	HAVANA	gene	NA	NA	ENSG00000162545.6	protein_coding	CAMK2N1	2	HGNC:24190	OTTHUMG00000002837.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20499448	20508151	8704	-	HAVANA	gene	NA	NA	ENSG00000090432.7	protein_coding	MUL1	2	HGNC:25762	OTTHUMG00000002838.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20552573	20555020	2448	+	HAVANA	gene	NA	NA	ENSG00000183114.8	protein_coding	FAM43B	2	HGNC:31791	OTTHUMG00000057491.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20589086	20618903	29818	+	HAVANA	gene	NA	NA	ENSG00000158825.6	protein_coding	CDA	2	HGNC:1712	OTTHUMG00000002845.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20633458	20651511	18054	+	HAVANA	gene	NA	NA	ENSG00000158828.8	protein_coding	PINK1	2	HGNC:14581	OTTHUMG00000002841.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr1	20642657	20652193	9537	-	HAVANA	gene	NA	NA	ENSG00000117242.7	lncRNA	PINK1-AS	2	HGNC:38872	OTTHUMG00000002840.1	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	20651767	20661544	9778	-	HAVANA	gene	NA	NA	ENSG00000244038.11	protein_coding	DDOST	1	HGNC:2728	OTTHUMG00000002844.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	20664014	20718017	54004	-	HAVANA	gene	NA	NA	ENSG00000117245.13	protein_coding	KIF17	2	HGNC:19167	OTTHUMG00000002863.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	20719731	20732837	13107	-	HAVANA	gene	NA	NA	ENSG00000189410.12	protein_coding	SH2D5	2	HGNC:28819	OTTHUMG00000002620.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20740266	20787323	47058	-	HAVANA	gene	NA	NA	ENSG00000127483.19	protein_coding	HP1BP3	2	HGNC:24973	OTTHUMG00000002622.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	20806292	21176888	370597	-	HAVANA	gene	NA	NA	ENSG00000075151.23	protein_coding	EIF4G3	1	HGNC:3298	OTTHUMG00000002624.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	21217247	21345572	128326	-	HAVANA	gene	NA	NA	ENSG00000117298.16	protein_coding	ECE1	1	HGNC:3146	OTTHUMG00000002625.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	21440128	21485005	44878	+	HAVANA	gene	NA	NA	ENSG00000142794.19	protein_coding	NBPF3	2	HGNC:25076	OTTHUMG00000002944.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	21509397	21578410	69014	+	HAVANA	gene	NA	NA	ENSG00000162551.14	protein_coding	ALPL	2	HGNC:438	OTTHUMG00000002949.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	21596215	21669363	73149	-	HAVANA	gene	NA	NA	ENSG00000076864.20	protein_coding	RAP1GAP	1	HGNC:9858	OTTHUMG00000007513.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	21678298	21783606	105309	-	HAVANA	gene	NA	NA	ENSG00000090686.16	protein_coding	USP48	1	HGNC:18533	OTTHUMG00000007798.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	21822244	21937310	115067	-	HAVANA	gene	NA	NA	ENSG00000142798.20	protein_coding	HSPG2	2	HGNC:5273	OTTHUMG00000002674.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	22025511	22101360	75850	+	HAVANA	gene	NA	NA	ENSG00000070831.17	protein_coding	CDC42	2	HGNC:1736	OTTHUMG00000002753.10	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr1	22117313	22143969	26657	-	HAVANA	gene	NA	NA	ENSG00000162552.15	protein_coding	WNT4	2	HGNC:12783	OTTHUMG00000002894.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	22428838	22531157	102320	+	HAVANA	gene	NA	NA	ENSG00000184677.18	protein_coding	ZBTB40	2	HGNC:29045	OTTHUMG00000002897.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
